id,movie_title,lead_actor1,lead_actor2,sub_actor1,sub_actor2
1114,카리스마 탈출기,안재모,윤은혜,,
1115,롤러코스터,정경호,한수현,,
1116,파랑주의보,차태현,송혜교,,
1117,형사 Duelist,하지원,강동원,안성기,
1118,6월의 일기,신은경,김윤진,에릭,
1119,그녀를 믿지 마세요,김하늘,강동원,,
1120,그 놈은 멋있었다,송승헌,정다빈,,
1121,그리스 로마 신화 - 올림포스 가디언 - 기간테스 대역습,,,,
1122,깃,장현성,이소연,조성하,
1123,까불지마,임유진,김정훈,최불암,오지명
1124,꽃피는 봄이 오면,권해성,김다혜,,
1125,날으는 돼지 - 해적 마테오,강수진,,,
1126,남극일기,송강호,유지태,,
1127,내 남자의 로맨스,김정은,김상경,오승현,
1128,내 머리 속의 지우개,정우성,손예진,,
1129,내 여자친구를 소개합니다,전지현,장혁,,
1130,내 사랑 싸가지,하지원,김재원,,
1131,늑대의 유혹,조한선,강동원,이청아,
1132,다섯개의시선,이명학,김홍균,,
1133,다섯 개의 시선,정은혜,김수현,안길강,이정헌
1134,"달마야, 서울 가자",신현준,정진영,,
1135,당시,최월매,,,
1136,댄서의 순정,문근영,박건형,,
1137,도마 안중근,유오성,,,
1138,돌려차기,김동완,현빈,조안,진태현
1139,령,김하늘,류진,,
1140,마법경찰 갈갈이와 옥동자,박준형,정종철,,
1141,마이 제너레이션,김병석,유재경,,
1142,마지막 늑대,양동근,황정민,,
1143,망치,,,,
1144,맹부삼천지교,조재현,손창민,,
1145,몽정기 2,이지훈,강은비,전혜빈,박슬기
1146,바람의 전설,이성재,박솔미,김수로,
1147,바람의 파이터,양동근,,,
1148,발레 교습소,윤계상,김민정,도지원,온주완
1149,슈퍼스타 감사용,이범수,윤진서,류승수,이혁재
1150,시실리 2km,임창정,권오중,임은경,변희봉
1151,신석기 블루스,이성재,김현주,이종혁,
1152,신성일의 행방불명,조현식,예수정,,
1153,신암행어사,구자형,배정미,전광주,엄상현
1154,아는 여자,정재영,이나영,,
1155,아라한 장풍대작전,류승범,윤소이,안성기,
1156,아홉살 인생,김석,이세영,나아현,김명재
1157,안녕! 유에프오,이범수,이은주,,
1158,"안녕, 형아",박지빈,,,
1159,알 포인트,감우성,손병호,박원상,오태경
1160,어깨동무,유동근,,,
1161,어디선가 누군가에 무슨 일이 생기면 틀림없이 나타난다 홍반장,김주혁,엄정화,김가연,
1162,어린 신부,김래원,문근영,,
1163,여고생 시집가기,임은경,은지원,,
1164,여선생 VS 여제자,염정아,이세영,이지훈,
1165,"여자, 정혜",김지수,황정민,,
1166,역도산,설경구,나카타니미키,,
1167,역전의 명수,정준호,윤소이,김혜나,
1168,연애술사,박진희,연정훈,,
1169,인형사,임은경,김유미,심형탁,옥지영
1170,"제니, 주노",박민지,김혜성,,
1171,키다리 아저씨,하지원,연정훈,,
1172,태극기 휘날리며,장동건,원빈,이은주,
1173,태풍태양,김강우,천정명,이천희,조이진
1174,투 가이즈,박중훈,차태현,,
1175,파송송 계란탁,임창정,이인성,,
1176,프락치,추헌엽,양영조,,
1177,효자동 이발사,송강호,이재응,문소리,
1178,B형 남자친구,이동건,한지혜,,
1179,S 다이어리,김선아,,,
1180,거울 속으로,유지태,김명민,김혜나,
1181,고독이 몸부림칠 때,주현,박영규,송재호,양택조
1182,국화꽃 향기,장진영,박해일,,
1183,그녀를 모르면 간첩,김정화,공유,,
1184,나는 나를 파괴할 권리가 있다,정보석,추상미,이수아,장현성
1185,내츄럴 시티,유지태,이재은,윤찬,서린
1186,돈 텔 파파,정웅인,유승호,채민서,
1187,동승,강혁일,김경남,전여빈,
1188,동해물과 백두산이,정준호,공형진,,
1189,똥개,정우성,김갑수,엄지원,김정태
1190,말죽거리 잔혹사,권상우,이정진,한가인,
1191,목두기 비디오,양아람,조연호,,
1192,목포는 항구다,조재현,차인표,송선미,
1193,보리울의 여름,박영규,차인표,장미희,신애
1194,봄 여름 가을 겨울 그리고 봄,오영수,김기덕,김영민,서재경
1195,봄날의 곰을 좋아하세요?,배두나,김남진,,
1196,불어라 봄바람,김승우,김정은,,
1197,비디오를 보는 남자,장현성,방은진,,
1198,빙우,이성재,송승헌,김하늘,
1199,살인의 추억,송강호,김상경,,
1200,선생 김봉두,차승원,,,
1201,실미도,설경구,안성기,허준호,정재영
1202,엘리시움,김장,김정아,이재명,사성웅
1203,역전에 산다,김승우,하지원,,
1204,영어 완전 정복,이나영,장혁,,
1205,오! 브라더스,이정재,이범수,,
1206,오! 해피데이,장나라,박정철,,
1207,오세암,김서영,박선영,,
1208,원더풀 데이즈,남태부,임호경,,
1209,위대한유산,노형욱,김인득,조연호,
1210,이중간첩,한석규,고소영,,
1211,조폭 마누라 2 - 돌아온 전설,신은경,,,
1212,천년호,정준호,김효진,,
1213,첫사랑 사수 궐기대회,차태현,손예진,유동근,
1214,초승달과 밤배,이요섭,한예린,강부자,
1215,최후의 만찬,,,,
1216,해피 에로 크리스마스,차태현,김선아,,
1217,화성으로 간 사나이,신하균,김희선,,
1218,황산벌,박중훈,정진영,이문식,
1219,4인용 식탁,박신양,전지현,유선,
1220,광복절 특사,설경구,차승원,송윤아,
1221,굳세어라 금순아,한혜진,강지환,,
1222,긴급조치 19호,홍경민,김장훈,공효진,노주현
1223,남자 태어나다,정준,홍경인,여현수,이원종
1224,도둑맞곤 못살아,박상면,소지섭,송선미,
1225,동첩,이지혜,동방우,,
1226,뚫어야 산다,박광현,박예진,,
1227,라이터를 켜라,김승우,차승원,,
1228,마들렌,조인성,신민아,,
1229,묻지마 패밀리,정재영,장신영,류덕환,임하룡
1230,성냥팔이 소녀의 재림,임은경,현성,,
1231,쓰리,이고르사보치킨,사말예슬라모바,,
1232,아이언 팜,차인표,김윤진,박광정,찰스전
1233,영매 - 산 자와 죽은 자의 화해,설경구,,,
1234,오버 더 레인보우,지현우,서지혜,환희,김옥빈
1235,울랄라 씨스터즈,이미숙,김원희,김민,김현수
1236,유아독존,박상면,안재모,이원종,
1237,일단 뛰어,김지석,최진혁,전혜진,류현경
1238,재밌는 영화,김수로,임원희,김정은,서태화
1239,좋은 사람 있으면 소개시켜줘,신은경,정준호,,
1240,질투는 나의 힘,,,,
1241,케이티,김갑수,사토코이치,최일화,하라다요시오
1242,품행 제로,류승범,임은경,공효진,
1243,피아노 치는 대통령,안성기,최지우,,
1244,필름 메이커,김재희,,,
1245,휘파람 공주,지성,김현수,,
1246,2009 로스트 메모리즈,장동건,나카무라토오루,,
1247,2424s,전광렬,정웅인,김래원,소유진
1248,YMCA 야구단,송강호,김혜수,,
1249,고양이를 부탁해,배두나,이요원,옥지영,
1250,고추 말리기,박준면,최천수,설정원,
1251,광시곡,장동직,김유석,박예진,
1252,교도소 월드컵,정진영,조재현,황인성,
1253,런딤,김정현,소유진,강수진,우정신
1254,마리 이야기,이병헌,공형진,안성기,배종옥
1255,몽중인,,,,
1256,미션 바라바,와타세츠네히코,오쿠다에이지,나영희,윤유선
1257,미워도 다시 한번 2002,이승연,이경영,,
1258,번지 점프를 하다,이병헌,이은주,,
1259,봄날은 간다,유지태,이영애,,
1260,신라의 달밤,이성재,차승원,김혜수,
1261,싸울아비,최재성,에노키다카아키,우메미야마사코,카츠노히로시
1262,엽기적인 그녀,주원,오연서,이정신,김윤혜
1263,와니와 준하,김희선,주진모,,
1264,우렁각시,,,,
1265,이소룡을 찾아랏!,크라잉넛,,,
1266,인디안 썸머,박신양,이미연,,
1267,잎새,박정철,최유정,방은진,
1268,작별,,,,
1269,천사몽,여명,박은혜,윤태영,이나영
1270,천사의 시,윤양하,윤호,,
1271,캅링크,양리칭,양쟁,노혜광,종려시
1272,턴 잇 업,이돈구,원소연,,
1273,파이란,최민식,장백지,,
1274,화산고,장혁,신민아,허준호,
1275,후로거츠,,,,
1276,흑수선,이미연,안성기,이정재,정준호
1277,용가리,해리슨영,리처드B.리빙스톤,,
1278,건드레스,제인앨런,,,
1279,공동경비구역 JSA,이영애,이병헌,송강호,김태우
1280,공포 특공대,백재현,이창명,김영철,
1281,나도 아내가 있었으면 좋겠다,전도연,설경구,,
1282,단적비연수,김석훈,설경구,최진실,김윤진
1283,동감,김하늘,유지태,,
1284,리베라 메,최민수,차승원,,
1285,물고기자리,이미연,,,
1286,반칙왕,송강호,장진영,,
1287,비천무,주진모,박지윤,,
1288,순애보,이정재,다치바나미사토,,
1289,스트라이커,서재경,이주석,김진형,심지호
1290,시월애,이정재,전지현,,
1291,플란다스의 개,이성재,배두나,,
1292,하면 된다,안석환,송옥숙,,
1293,하피,이정현,김래원,김꽃지,
1294,흑우,최재성,원표,이예지,
1295,간첩 리철진,유오성,박인환,박진희,
1296,건축무한육면각체의 비밀,김태우,신은경,이민우,
1297,마요네즈,김혜자,최진실,,
1298,벌이 날다,,,,
1299,북경반점,김석훈,명세빈,신구,정준
1300,새는 폐곡선을 그린다,설경구,김소희,,
1301,송어,강수연,황인성,설경구,이은주
1302,쉬리,한석규,최민식,송강호,김윤진
1303,여고괴담 두번째 이야기,김규리,박예진,이영진,공효진
1304,유령,설경구,이하늬,박소담,박해수
1305,인정사정 볼 것 없다,박중훈,안성기,장동건,최지우
1306,학교 전설,신동엽,최지나,전혜진,
1307,화이트 발렌타인,전지현,박신양,,
1308,기막힌 사내들,최종원,양택조,이경영,손현주
1309,내 마음의 풍금,이병헌,전도연,이미연,
1310,닥터 K,차인표,김혜수,김하늘,유인촌
1311,또또와 유령 친구들,최문자,,,
1312,루트 7,안도훈,박관수,우진영,정애진
1313,미술관 옆 동물원,심은하,안성기,이성재,송선미
1314,아름다운 시절,전익령,박그리나,최규환,최진혁
1315,엑스트라,임창정,나한일,박준희,김원희
1316,연풍연가,고소영,장동건,,
1317,율리시즈,김관철,,,
1318,이재수의 난,이정재,심은하,동방우,
1319,짱,문지후,김이린,김수경,위광훈
1320,찜,김혜수,안재욱,,
1321,철인사천왕,김승준,강수진,김일,안지환
1322,크리스마스에 눈이 내리면,김현주,박용하,,
1323,투 타이어드 투 다이,김혜수,금성무,미라소르비노,
1324,해가 서쪽에서 뜬다면,임창정,고소영,차승원,
1325,8월의 크리스마스,,,,
1326,그는 나에게 지타를 아느냐고 물었다,김갑수,,,
1327,깊은 슬픔,강수연,김승우,황인성,배종옥
1328,꽃을 든 남자,,,,
1329,난중일기,,,,
1330,낮은 목소리 2,윤두리,김복동,심미자,박두리
1331,똑바로 살아라,노주현,박영규,,
1332,마리아와 여인숙,심혜진,신현준,김상중,
1333,모텔 선인장,이미연,진희경,정우성,박신양
1334,미스터 콘돔,김혜수,김호진,,
1335,바리케이드,김의성,김정균,,
1336,백수 스토리,박중현,정호경,권용운,
1337,블랙잭,최민수,강수연,,
1338,쁘아종,이수아,박신양,이경영,
1339,사이버 전사,이광수,좌술,다렌샤라비,
1340,스커트 속의 드라마,조형기,김보연,이승현,유성
1341,야생동물 보호구역,조재현,장동직,장륜,샤샤뤼카비나
1342,의적 임꺽정,,,,
1343,전사 라이안,,,,
1344,초록물고기,한석규,심혜진,문성근,
1345,테러리스트 2,김형일,한수지,이주철,
1346,표류일기,이나리,이영하,전무송,선우은숙
1347,홀리데이 인 서울,최진실,김민종,장동건,진희경
1348,고스트 맘마,최진실,김승우,,
1349,나에게 오라,박상민,김정현,최민수,
1350,돼지가 우물에 빠진 날,김의성,박진성,조은숙,이응경
1351,드래곤 투카,심형래,,,
1352,미지왕,조상기,김현희,임지선,정상인
1353,본 투 킬,정우성,심은하,,
1354,불새,이서진,이은주,정혜영,에릭
1355,사랑 그리고 죽는 연습,정인철,강선영,,
1356,아기공룡 둘리 - 얼음별 대모험,박영남,이인성,,
1357,아마게돈,최불암,이병헌,,
1358,애니깽,장미희,임성민,김성수,김청
1359,어른들은 청어를 굽는다,허준호,이응경,박치순,이하얀
1360,언더그라운드,,,,
1361,언픽스,한재석,오천련,유청운,황사리
1362,왕후 에스더,,,,
1363,용병 이반,박상원,김지혜,송재호,하유미
1364,채널 식스 나인,신현준,홍경인,최선미,
1365,천년환생,김청,윤철형,김연주,
1366,충무로 돈키호테,조형기,,,
1367,코르셋,이혜은,이경영,김승우,
1368,크레이지 댄스,강석현,아이라,홍승희,
1369,킬링 게임,이광수,최소희,김광수,차룡
1370,투 맨,최재성,허준호,유혜정,
1371,투캅스 2,박중훈,김보성,,
1372,피아노 맨,이승연,최민수,,
1373,1996 뽕,예지원,조형기,,
1374,7악동,신준호,정태우,윤동원,최우혁
1375,개같은 날의 오후,하유미,정선경,손숙,
1376,검으나 땅에 희나 백성,전규수,김미진,,
1377,금홍아 금홍아,김갑수,김수철,이지은,
1378,꼬리치는 남자,박중훈,김지호,,
1379,내일로 흐르는 강,이대연,이인철,김예령,이홍성
1380,네온 속으로 노을지다,채시라,문성근,양금석,김의성
1381,노란 손수건,조민기,이태란,김호진,추상미
1382,닥터 봉,한석규,김혜수,,
1383,도둑과 시인,최재성,강문영,김혜리,김규철
1384,런어웨이,,,,
1385,말미잘,천영덕,안성기,나영희,이영하
1386,머저리와 등신들,정인철,남포동,,
1387,무소의 뿔처럼 혼자서 가라,강수연,심혜진,이미연,
1388,붉은 매,장세준,장광,,
1389,비설,고주희,정길채,,
1390,빛은 내 가슴에,이세창,김예지,,
1391,아름다운 게임,임소정,오한나,주동미,진재호
1392,여자 일기,이영욱,윤철형,,
1393,영원한 제국,안성기,조재현,김혜수,김명곤
1394,이도백화,이대엽,강석현,양미,마흥식
1395,천재 선언,안성기,김명곤,홍진경,
1396,태권 파이터,정국현,이주철,김진수,
1397,파워 킹,심형래,전제혁,,
1398,해병 묵시록,유영국,윤일봉,,
1399,헝그리 베스트 5,장세준,이정구,김승준,김준
1400,헤어 드레서,안성기,지수원,,
1401,휘파람 부는 여자,김형일,김보라나,이정후,
1402,거꾸로 가는 여자,강리나,남성훈,남영진,
1403,그리움엔 이유가 없다,김수안,이일화,,
1404,대통령의 딸,유지원,이정성,,
1405,드라큐라 애마,오노아,고형준,원석,정애진
1406,라이 따이한,이창훈,김수안,,
1407,립스틱 그리고 남자의 사랑,윤양하,오경아,김준우,
1408,마누라 죽이기,박중훈,최진실,,
1409,마스카라,장두이,,,
1410,매춘 4,강선영,,,
1411,무거운 새,손창민,송채환,,
1412,복카치오 94,고형준,김원범,박진위,이세련
1413,붉은 마피아,왕호,,,
1414,블루 시걸,최민수,김혜수,,
1415,비는 사랑을 타고,김호진,신은경,,
1416,빨간 앵두 8,김국현,이유라,,
1417,세상밖으로,,,,
1418,숲속의 여자,강지희,황명하,남궁소희,이덕영
1419,슈퍼 차일드,이선주,황윤걸,,
1420,아주 특별한 변신,이혜영,손창민,홍승기,
1421,암흑가의 황제,거룡,이진영,김미영,
1422,애마부인 10,오노아,원식,,
1423,애수의 하모니카,김병세,고정민,,
1424,에덴의 서쪽,문태선,이민숙,,
1425,우리 시대의 사랑,이영하,조수혜,전미선,김미영
1426,우연한 여행,김명곤,김선우,윤수진,안해숙
1427,자정 이후,고현제,이제락,채진영,
1428,장미의 나날,강수연,이보희,이경영,김병세
1429,증발,최준원,최용진,최준선,강성우
1430,지역구,추민,정다혜,,
1431,천하대장군,상일환,김기호,,
1432,키스도 못하는 남자,최수종,김혜선,,
1433,태백산맥,안성기,김명곤,김갑수,
1434,태양 속의 남자,이경호,강리나,,
1435,티라노의 발톱,심형래,,,
1436,하몽 하몽 서울,김경희,민지아,허준호,박준규
1437,헤드폰을 벗어라,김애경,김의환,박지민,
1438,혼자 뜨는 달,이세창,김진경,이강선,정선경
1439,49일의 남자,정보석,이보희,,
1440,B 타임의 정사 4,김경주,한명구,황성영,
1441,가위 여자,소비아,한지일,,
1442,개그 특공대 로봇 트윈스,심형래,이창훈,,
1443,거부하는 몸짓으로 저 하늘을,소비아,권병준,조경래,
1444,내 마음에는 악어가 산다,조선묵,,,
1445,러브 호텔 비상구,엄도일,유아라,,
1446,마당쇠와 언년이,박양희,정인철,김운아,
1447,매춘 3,박진영,한영수,김경진,장은주
1448,모스크바에서 온 S 여인,마흥식,올가카보,,
1449,무엇에 쓰는 물건인고,김문희,이미지,이상일,
1450,배꼽 위에 여자,유연실,한명구,,
1451,불꽃 슛 통키,이미림,문성복,,
1452,뽕띠,임옥경,정인철,최민,
1453,사라는 유죄,정철야,김주연,,
1454,사라의 계절,정인철,홍여진,문미봉,조문영
1455,사랑받는 여자,,,,
1456,산딸기 6,강혜지,이영욱,김국한,
1457,소녀 18세,백일섭,이의정,,
1458,아담이 눈뜰 때,최재성,이윤성,유혜리,
1459,암흑가의 무소속,박세준,,,
1460,애마부인 8,루미나,강은아,노현우,
1461,애마부인 9,진주희,박결,노현우,강선영
1462,여자 아리랑,진주희,임옥경,윤철형,
1463,여자의 일생,최수지,한영수,,
1464,영구와 공룡 쮸쮸,심형래,,,
1465,오렌지 나라,김민종,강민경,민소원,
1466,오사카의 푸른 밤,홍여진,유연실,홍주희,
1467,웨스턴 애비뉴,강수연,정보석,,
1468,유혹의 샘,소비아,하재영,김성수,
1469,첫사랑,,,,
1470,키드 캅,이재석,김민정,,
1471,한 줌의 시간 속에서,전무송,이미경,,
1472,화엄경,이수현,김동순,서미순,최병숙
1473,홧김에?,소비아,김경진,남정희,
1474,B 타임의 정사 3,박양희,한명구,,
1475,가슴에 돋는 칼로 슬픔을 자르고,조재현,홍석연,박종철,장민성
1476,걸어서 하늘까지,김혜선,최민수,손지창,
1477,검은 모자,이대근,박준규,김기주,
1478,겨울 연가,배용준,최지우,박용하,박솔미
1479,결혼이야기,,,,
1480,고독한 실력자,나한일,이윤희,,
1481,공룡선생,이정재,김희선,이민우,
1482,그대 품에 아카시아 향기,김문희,장승화,강승미,
1483,꾼사냥,엄도일,주호성,,
1484,나는 너를 천사라고 부른다,강리나,최윤석,,
1485,넝쿨 속의 히야신스,추민,이상아,,
1486,늪 속의 불안개는 잠들지 않는다,강리나,이대근,,
1487,도색부인,장승화,엄도일,이희진,김은지
1488,돈 황제,강석현,마흥식,,
1489,돌아오라 개구리 소년,장덕수,변성현,,
1490,땅끝에 선 연인,임성민,최수지,,
1491,뜨거운 바다,하재영,김아령,,
1492,로맨스 황제,박영규,신신애,이혜진,이정희
1493,머저리와 도둑놈,심형래,유퉁,,
1494,모두가 죽이고 싶던 여자,이유진,하유미,한지일,
1495,무인도의 남과 여,오미경,이진영,국정환,
1496,미스터 맘마,최민수,최진실,김민형,
1497,벗어버린 사슬,최동준,장순천,,
1498,변금련 2,강리나,,,
1499,복수혈전,안재욱,오연수,김혜수,손창민
1500,복카치오 92,민지아,우아미,,
1501,봉성부인,김정아,단립문,,
1502,불행한 아이의 행복,이영하,유지인,김성원,문정숙
1503,빠담풍,강리나,전무송,육철,
1504,뽕 3,유연실,한태일,,
1505,새알 각하,주현,유연실,강남길,
1506,서울에서 마지막 탱고 2,유명길,신영민,,
1507,성애의 침묵,유혜리,실비아크리스텔,,
1508,세나의 신혼 일기,김진경,신민철,,
1509,소녀경,이미지,남궁원,전혜성,김국현
1510,신혼여행 특공대,이광수,임수희,,
1511,씨내리,김용일,최희정,,
1512,안개에 젖은 리오의 밤은 깊어,이동준,홍여진,,
1513,애마부인 7,강승미,이무정,,
1514,에미의 들,정영숙,정동환,,
1515,여비서 클럽,전세영,,,
1516,영구와 흡혈귀 드라큐라,심형래,,,
1517,우리가 진정 가야할 곳은,정낙희,최성철,,
1518,우리들의 일그러진 영웅,홍경인,고정일,최민식,태민영
1519,원색의 청춘,손상숙,,,
1520,위험수위,손민석,동방우,이미은,
1521,유리벽 속의 두 연인,정인철,이윤희,,
1522,이별 아닌 이별,김성수,하재영,이정웅,
1523,이혼하지 않은 여자,고두심,박상민,,
1524,장닭 고교 얄개,정명현,정세혁,원종례,홍정희
1525,정신나간 유령,김정식,서현선,조정현,
1526,째즈빠 히로시마,강석우,염정아,유혜리,
1527,쿵후 보이 친미,이창훈,송금식,,
1528,황홀한 유혹,소비아,김성수,,
1529,13월의 겨울,민복기,유장현,,
1530,B 타임의 정사 2,유명진,서영호,한명구,정은정
1531,가진 것 없소이다,엄도일,박근형,박재영,
1532,가출 소년과 쌍코 대작전,이건주,최형선,곽성호,정동남
1533,갈마,이대근,전세영,홍여진,
1534,개벽,이덕화,이혜영,,
1535,경마장 가는 길,강수연,문성근,김보연,
1536,꽃 그늘 속에 부는 바람,박양희,김진,,
1537,끼있는 여자는 밤이슬을 좋아한다,임옥경,장승화,최민,곽은경
1538,나를 보라 아메리카,박준범,에릭에스트라다,,
1539,나의 아내를 슬프게 하는 것들,고두심,노주현,오솔미,이혜근
1540,낙타는 따로 울지 않는다,이혜숙,손창민,,
1541,내일은 비,심혜진,지경원,박영규,윤여성
1542,누가 용의 발톱을 보았는가,안성기,김성령,박근형,강신성일
1543,달빛 타는 여자,선우일란,엄도일,소비아,조혜경
1544,돈아 돈아 돈아,김상중,민복기,주리혜,노경주
1545,따봉 수사대 - 밥풀떼기 형사와 전봇대 형사,김정식,전유성,진수정,
1546,밤으로의 긴 여로,선우일란,한지일,원준,김진화
1547,백백교,이대근,김형자,,
1548,베를린 리포트,안성기,강수연,문성근,
1549,별이 빛나는 밤에,,,,
1550,병팔이의 일기,최병서,최형선,신영진,
1551,불새의 춤,한윤경,김국현,,
1552,붉은 신호에 걷는 여자,소비아,김기석,엄도일,이상훈
1553,뻘,이영하,민복기,이정은,
1554,뽀식이와 꼬마 특공단,김유행,이용식,,
1555,뽕밭 나그네,유영국,강리나,박찬환,
1556,사랑스런 이웃집 여자,박양희,김진,이영수,정인철
1557,산딸기 4,강혜지,김국현,,
1558,산딸기 5,국희,이영욱,소비아,김도은
1559,산산이 부서진 이름이여,최진영,김금용,,
1560,삼중성,이봉원,박지수,,
1561,서글픈 사랑의 시작,최동진,유명진,최완진,
1562,서울 야누스,하재영,강혜지,손상숙,최민
1563,서울의 눈물,이영하,정보석,김덕경,
1564,세상 끝의 향기,정동환,정낙희,김정팔,
1565,세상은 살만큼 아름답다,신원섭,신혜수,최종원,백종선
1566,숲속의 방,최진실,김성령,,
1567,스무살까지만 살고 싶어요,윤연경,문성근,최진영,
1568,스물 일곱 송이 장미,유혜리,나한일,우연희,장승화
1569,실크 커텐 저편,김기석,,,
1570,아그네스를 위하여,최수지,최민수,정보석,
1571,아들 나라,신혜수,엄도일,,
1572,아르바이트 여자,김미영,신용규,이윤희,이무정
1573,아침이 오면 그대 이름으로,이경영,박혜란,전무송,김진화
1574,어둔 밤 어둔 곳에,이동준,김승환,김선애,나유경
1575,어허 어이 어이가리,강문수,최길호,,
1576,에미 이름은 조센삐였다,강혜지,강현숙,,
1577,여자는 추억 속에 집을 짓는다,유혜리,정승호,,
1578,열 아홉의 절망 끝에 부르는 하나의 사랑 노래,안성기,강수지,김보성,최진영
1579,영구와 황금박쥐,심형래,,,
1580,예수 천당,이영후,성찬숙,맹찬제,
1581,오 내 사랑 임꺽정,강주현,김상락,박기문,
1582,외길가게 하소서,방희,한인수,김운하,
1583,용궁에서 온 거북이와 이무기,박기문,이웅열,김희라,
1584,우주의 용사 반달가면,김흥국,최영준,정명재,박지수
1585,우주 전사 불의 사나이,이경규,장민성,장민석,김지영
1586,유혹의 강,임주연,정승호,김동현,김부선
1587,은마는 오지 않는다,이혜숙,김보연,,
1588,이태원 밤 하늘엔 미국 달이 뜨는가,전세영,최진영,,
1589,인생이 뭐 객관식 시험인가요,신은경,박진성,선우재덕,홍리나
1590,잃어버린 너,김혜수,강석우,이경영,
1591,장미빛 여자,이윤희,신성하,,
1592,제3구역,이유진,신태양,유영국,
1593,조금만 참아줘요,민복기,,,
1594,지금 우리는 사랑하고 싶다,안정훈,신윤정,맹지열,윤수정
1595,첫날 밤에 내린 비,정인철,강혜지,신성하,
1596,코리언 보이,김진수,,,
1597,탄드라 부인,임영규,선우일란,이주철,김용건
1598,텔레파시 여행,왕호,김선애,김호영,박진주
1599,피와 불,박근형,전무송,이혜영,김영애
1600,하나님이 어디 있어요,김성범,황지현,김석태,
1601,하얀 비요일,변우민,옥소리,이경영,
1602,15년 3시간 전,안소희,한의석,한태일,조영이
1603,검은 도시,조상구,이영욱,조혜수,이유진
1604,겨울 꿈은 날지 않는다,최민수,이혜영,,
1605,그들도 우리처럼,,,,
1606,그래 가끔 하늘을 보자,이미연,김보성,변우민,
1607,금병풍월,단립문,이완숙,조사리,
1608,꼴찌부터 일등까지 우리반을 찾습니다,이수일,유경아,문성근,이대로
1609,꿈꾸는 식물,김진화,진영미,하재영,이외수
1610,남자 시장,최민수,,,
1611,너는 나의 황홀한 지옥,박찬환,이혜진,,
1612,너에게로 또다시,최수종,하희라,김민종,
1613,누가 붉은 장미를 꺾었나,김청,박근형,,
1614,눈물의 웨딩 드레스,강리나,천은경,,
1615,늪 속의 여촌장,박기택,최미숙,유영홍,
1616,단지 그대가 여자라는 이유만으로,원미경,이영하,,
1617,대학촌의 달빛,김세준,김형자,,
1618,도시의 상처,박양희,홍석의,,
1619,동경 아리랑,우연희,허윤정,손창호,김동현
1620,동춘별곡,문태선,이민숙,김운하,
1621,드래곤볼,허성태,심형래,이주희,
1622,땡삐,이대근,유혜진,,
1623,로보트 태권V 90,이승형,강민경,,
1624,로티의 모험,,,,
1625,마야고,이영숙,신미아,이영욱,
1626,마유미,김서라,이학재,강신성일,조지케네디
1627,마지막 남자의 모습,정소녀,남성훈,하유미,김인문
1628,매춘시대,최유리,이진선,마흥식,유성
1629,물위를 걷는 여자,최수지,박지영,최상훈,
1630,미친 사랑의 노래,김구미자,박진성,박찬환,
1631,반쪽 아이들,이재학,이미나,정혜선,최불암
1632,별난 두 영웅,심형래,박미선,,
1633,보통 여자 시대,신성아,,,
1634,불타는 태양,송경철,,,
1635,비에 젖어서야 사랑하노라,이윤희,이동준,,
1636,빨간 앵두 5,김정아,김국현,,
1637,사랑은 지금부터 시작이야,최재성,신은경,강민경,김보라나
1638,새벽에서 밤까지,박찬환,이혜진,성미진,이인옥
1639,색녀도,김정아,김국현,,
1640,서울 통화중,이대근,김성찬,민복기,
1641,서울의 달빛,정소녀,이영욱,,
1642,소쩍궁 탐정,심형래,주현정,민복기,
1643,수탉,김인문,최유라,,
1644,슈퍼맨 일지매,최수종,강희영,,
1645,신의 이방인,김현진,한명구,손흥,
1646,애견부인,박양희,하재영,임형균,
1647,애마부인 4,주리혜,이동준,,
1648,어느 모델의 사랑,김주승,이윤희,,
1649,어둠의 딸,이진선,이대근,,
1650,언제나 그 자리에,정소녀,김천만,,
1651,여자 배달부는 고장난 신호등,한윤경,홍성영,이강조,
1652,역사는 이렇게 시작됐다,강신성일,홍세미,,
1653,영심이,이혜근,전원석,,
1654,영웅필살,송경철,남포동,,
1655,영웅 후레쉬,강남길,최혜영,,
1656,용감한 사람들,김청,안승훈,,
1657,용의 유혼,장복건,추봉,김희정,
1658,우묵배미의 사랑,박중훈,최명길,유혜리,
1659,이제 그 여자는 여기 살지 않는다,이재희,,,
1660,있잖아요 비밀이에요,최수종,하희라,이경영,김민종
1661,자유 여자,김정아,박일,천호진,
1662,잿빛 사랑 노트,김승진,고은희,,
1663,짚시 애마,이화란,후안페드로투델라,,
1664,쫄병 수첩 2,전호진,이상운,이혜진,
1665,천국의 땅,나영희,진영미,김기섭,
1666,코리안 커넥션,강신성일,이혜영,,
1667,타악기의 계절,박선주,최동준,천호진,
1668,팁 2,이혜진,김재성,김기석,
1669,호스테스 미스 고,정인철,조혜수,,
1670,혼자 도는 바람개비,고정일,여운계,정유석,안연홍
1671,홍두깨,김진태,이미지,,
1672,화대,김경진,고영준,김부선,
1673,휴거,이종만,정영숙,김재이,
1674,흑설,이진,홍일권,김춘식,
1675,1990년 자유부인,고두심,강석우,김흥기,
1676,90 벌레먹은 장미,남성훈,김희아,,
